"site_name","year","trap_type","data_sources","catch","effort","cpue","latitude","longitude"
"Kala Point",2020,"Fukui","WDFW",0,49,0,48.057001949,-122.769729990102
"Kala Point",2020,"Minnow","WDFW",0,50,0,48.057001949,-122.769729990102
"Kala Point",2024,"Fukui","WDFW",0,14,0,48.057001949,-122.769729990102
"Kala Point",2024,"Minnow","WDFW",0,14,0,48.057001949,-122.769729990102
"Kala Point",2024,"Shrimp","WDFW",0,2,0,48.057001949,-122.769729990102
"Kellogg Slough",2021,"Fukui","WDFW",10,12,0.833333333333333,46.7249730277778,-123.852804638889
"Kellogg Slough",2021,"Minnow","WDFW",18,14,1.28571428571429,46.7249730277778,-123.852804638889
"Kemmer",2022,"Minnow","WDFW",42,16,2.625,46.5268372291667,-124.026099958333
"Kemmer",2022,"Shrimp","WDFW",211,48,4.39583333333333,46.5268372291667,-124.026099958333
"Kennedy Creek",2015,"Fukui","WSG",0,2,0,47.0975592,-123.0855003
"Kiana Lodge",2017,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiana Lodge",2018,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiana Lodge",2019,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiana Lodge",2020,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiana Lodge",2021,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiana Lodge",2022,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiana Lodge",2023,"Fukui","WSG",0,4,0,47.701444,-122.582722
"Kiket Lagoon",2016,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2017,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2018,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2019,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2020,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2021,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2022,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Kiket Lagoon",2023,"Fukui","WSG",0,4,0,48.42112,-122.55775
"Knappton",2021,"Fukui","WDFW",0,6,0,46.2727646666667,-123.815534916667
"Knappton",2021,"Minnow","WDFW",0,6,0,46.2727646666667,-123.815534916667
"Lagoon Point Community",2016,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Lagoon Point Community",2017,"Fukui","WSG",1,4,0.25,48.07932,-122.61137
"Lagoon Point Community",2018,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Lagoon Point Community",2019,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Lagoon Point Community",2020,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Lagoon Point Community",2021,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Lagoon Point Community",2022,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Lagoon Point Community",2023,"Fukui","WSG",0,4,0,48.07932,-122.61137
"Leadbetter",2023,"Fukui","WDFW",138,36,3.83333333333333,46.6081110678482,-124.042233129773
"Leadbetter",2023,"Hand","WDFW",8,8,1,46.6081110678482,-124.042233129773
"Leadbetter",2023,"Minnow","WDFW",172,52,3.30769230769231,46.6081110678482,-124.042233129773
"Leadbetter",2023,"Shrimp","WDFW",861,88,9.78409090909091,46.6081110678482,-124.042233129773
"Leadbetter Point",2022,"Fukui","WDFW",17,8,2.125,46.6081789761905,-124.042412430952
"Leadbetter Point",2022,"Minnow","WDFW",31,8,3.875,46.6081789761905,-124.042412430952
"Leadbetter Point",2022,"Shrimp","WDFW",125,14,8.92857142857143,46.6081789761905,-124.042412430952
"Lewis Slough",2021,"Fukui","WDFW",25,30,0.833333333333333,46.4769125666667,-123.9780817
"Lewis Slough",2021,"Minnow","WDFW",3,30,0.1,46.4769125666667,-123.9780817
"Linger Longer",2023,"Fukui","WDFW",1,70,0.0142857142857143,47.8095529969095,-122.870093057065
"Linger Longer",2023,"Hand","WDFW",1,1,1,47.8095529969095,-122.870093057065
"Linger Longer",2023,"Minnow","WDFW",0,92,0,47.8095529969095,-122.870093057065
"Linger Longer",2023,"Shrimp","WDFW",8,47,0.170212765957447,47.8095529969095,-122.870093057065
"Linger Longer",2024,"Fukui","WDFW",0,8,0,47.8095529969095,-122.870093057065
"Linger Longer",2024,"Minnow","WDFW",1,8,0.125,47.8095529969095,-122.870093057065
"Linger Longer",2024,"Shrimp","WDFW",0,2,0,47.8095529969095,-122.870093057065
"Livingston Bay",2020,"Fukui","WDFW",0,10,0,48.2147015,-122.443553
"Livingston Bay",2020,"Minnow","WDFW",0,10,0,48.2147015,-122.443553
"Lone Tree Lagoon",2017,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Lone Tree Lagoon",2018,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Lone Tree Lagoon",2019,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Lone Tree Lagoon",2020,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Lone Tree Lagoon",2021,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Lone Tree Lagoon",2022,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Lone Tree Lagoon",2023,"Fukui","WSG",0,4,0,48.4070743,-122.5550184
"Long Lagoon",2023,"Fukui","WDFW",0,10,0,47.99628980625,-122.884667992693
"Long Lagoon",2023,"Minnow","WDFW",0,10,0,47.99628980625,-122.884667992693
"Long Lagoon",2023,"Shrimp","WDFW",16,14,1.14285714285714,47.99628980625,-122.884667992693
"Long Lagoon",2024,"Fukui","WDFW",2,14,0.142857142857143,47.99628980625,-122.884667992693
"Long Lagoon",2024,"Minnow","WDFW",0,14,0,47.99628980625,-122.884667992693
"Long Lagoon",2024,"Shrimp","WDFW",36,11,3.27272727272727,47.99628980625,-122.884667992693
"Long Spit",2022,"Fukui","WDFW",0,30,0,47.8424085083333,-122.808156572222
"Long Spit",2022,"Minnow","WDFW",0,40,0,47.8424085083333,-122.808156572222
"Long Spit",2022,"Shrimp","WDFW",0,10,0,47.8424085083333,-122.808156572222
"Long's Lagoon",2022,"Fukui","WDFW",1,8,0.125,47.9963939166667,-122.884474
"Long's Lagoon",2022,"Minnow","WDFW",0,8,0,47.9963939166667,-122.884474
"Long's Lagoon",2022,"Shrimp","WDFW",7,3,2.33333333333333,47.9963939166667,-122.884474
"Lytle Seafoods",2020,"Fukui","WDFW",5,12,0.416666666666667,47.00371225,-124.004052333333
"Lytle Seafoods",2020,"Minnow","WDFW",2,12,0.166666666666667,47.00371225,-124.004052333333
"Madbear",2022,"Shrimp","Makah",7,12,0.583333333333333,48.3193935359801,-124.668152901847
"Madbear",2024,"Shrimp","Makah",1,75,0.0133333333333333,48.3193935359801,-124.668152901847
"Makah Bay",2020,"Russell","Makah",5,11,0.454545454545455,48.3196080194805,-124.667981864719
"Makah Bay",2020,"Shrimp","Makah",5,1,5,48.3196080194805,-124.667981864719
"Makah Bay",2021,"Shrimp","Makah",11,10,1.1,48.3196080194805,-124.667981864719
"Makah Bay",2023,"Shrimp","Makah",8,21,0.380952380952381,48.3196080194805,-124.667981864719
"March's Point",2018,"Fukui","WDFW",0,12,0,48.4875741666667,-122.577355
"March's Point",2018,"Minnow","WDFW",0,12,0,48.4875741666667,-122.577355
"Marsh Island",2020,"Fukui","Padilla",2,69,0.0289855072463768,48.560199,-122.486048
"Marsh Island",2020,"Minnow","Padilla",1,100,0.01,48.560199,-122.486048
"Maynard Lagoon",2023,"Fukui","WDFW",3,21,0.142857142857143,47.9981452517164,-122.88032092912
"Maynard Lagoon",2023,"Minnow","WDFW",0,20,0,47.9981452517164,-122.88032092912
"Maynard Lagoon",2023,"Shrimp","WDFW",31,32,0.96875,47.9981452517164,-122.88032092912
"Maynard Lagoon",2024,"Fukui","WDFW",5,19,0.263157894736842,47.9981452517164,-122.88032092912
"Maynard Lagoon",2024,"Minnow","WDFW",1,19,0.0526315789473684,47.9981452517164,-122.88032092912
"Maynard Lagoon",2024,"Shrimp","WDFW",10,13,0.769230769230769,47.9981452517164,-122.88032092912
"McKinley Lagoon",2023,"Fukui","WDFW",0,57,0,48.1324333014136,-123.469607756614
"McKinley Lagoon",2023,"Minnow","WDFW",0,58,0,48.1324333014136,-123.469607756614
"McKinley Lagoon",2023,"Shrimp","WDFW",1,52,0.0192307692307692,48.1324333014136,-123.469607756614
"Megler Creek",2021,"Fukui","WDFW",0,2,0,46.2489875,-123.86408025
"Megler Creek",2021,"Minnow","WDFW",0,4,0,46.2489875,-123.86408025
"Middle",2022,"Fukui","WDFW",0,110,0,48.4798863181818,-122.583197378788
"Middle",2022,"Minnow","WDFW",0,110,0,48.4798863181818,-122.583197378788
"Middle",2022,"Shrimp","WDFW",0,30,0,48.4798863181818,-122.583197378788
"Middle Sands",2022,"Fukui","WDFW",82,40,2.05,46.4404871527579,-124.018726885
"Middle Sands",2022,"Minnow","WDFW",14,40,0.35,46.4404871527579,-124.018726885
"Middle Sands",2022,"Shrimp","WDFW",20,40,0.5,46.4404871527579,-124.018726885
"Middle Sands",2023,"Shrimp","WDFW",3,20,0.15,46.4404871527579,-124.018726885
"Misery Point Lagoon",2023,"Fukui","WDFW",0,5,0,47.6533554406667,-122.8281633475
"Misery Point Lagoon",2023,"Minnow","WDFW",0,5,0,47.6533554406667,-122.8281633475
"Misery Point Lagoon",2023,"Shrimp","WDFW",6,5,1.2,47.6533554406667,-122.8281633475
"Misery Point Lagoon",2024,"Fukui","WDFW",1,12,0.0833333333333333,47.6533554406667,-122.8281633475
"Misery Point Lagoon",2024,"Minnow","WDFW",0,12,0,47.6533554406667,-122.8281633475
"Misery Point Lagoon",2024,"Shrimp","WDFW",7,12,0.583333333333333,47.6533554406667,-122.8281633475
"Mud Bay",2016,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2017,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2018,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2019,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2020,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2021,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2022,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Mud Bay",2023,"Fukui","WSG",0,4,0,48.4604493,-122.8205968
"Musqueti",2016,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2017,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2018,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2019,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2020,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2021,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2022,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Musqueti",2023,"Fukui","WSG",0,4,0,47.3882213,-123.1163677
"Mutiny Bay",2023,"Shrimp","WDFW",0,1,0,47.97082716,-122.5496553
"Mystery Bay",2018,"Fukui","WDFW",0,3,0,48.0588568236667,-122.697339191667
"Mystery Bay",2018,"Minnow","WDFW",0,2,0,48.0588568236667,-122.697339191667
"Mystery Bay",2024,"Fukui","WDFW",0,10,0,48.0588568236667,-122.697339191667
"Mystery Bay",2024,"Minnow","WDFW",0,10,0,48.0588568236667,-122.697339191667
"Mystery Bay",2024,"Shrimp","WDFW",0,4,0,48.0588568236667,-122.697339191667
"Nahcotta",2020,"Fukui","WDFW, WSG",19,28,0.678571428571429,46.4945683513921,-124.031215021187
"Nahcotta",2020,"Minnow","WDFW",19,26,0.730769230769231,46.4945683513921,-124.031215021187
"Nahcotta",2021,"Fukui","WSG",60,4,15,46.4945683513921,-124.031215021187
"Nahcotta",2022,"Fukui","WDFW, WSG",178,26,6.84615384615385,46.4945683513921,-124.031215021187
"Nahcotta",2022,"Minnow","WDFW",40,29,1.37931034482759,46.4945683513921,-124.031215021187
"Nahcotta",2022,"Shrimp","WDFW",406,57,7.12280701754386,46.4945683513921,-124.031215021187
"Nahcotta",2023,"Fukui","WDFW, WSG",100,16,6.25,46.4945683513921,-124.031215021187
"Nahcotta",2023,"Hand","WDFW",1,1,1,46.4945683513921,-124.031215021187
"Nahcotta",2023,"Minnow","WDFW",25,22,1.13636363636364,46.4945683513921,-124.031215021187
"Nahcotta",2023,"Shrimp","WDFW",757,127,5.96062992125984,46.4945683513921,-124.031215021187
"Nahcotta ",2023,"Minnow","WDFW",2,2,1,46.4955836805,-124.031613755
"Nahcotta ",2023,"Shrimp","WDFW",59,10,5.9,46.4955836805,-124.031613755
"Neah Bay",2018,"Fukui","Makah",0,22,0,48.3733072280787,-124.625018903654
"Neah Bay",2018,"Minnow","Makah",0,8,0,48.3733072280787,-124.625018903654
"Neah Bay",2018,"Russell","Makah",0,14,0,48.3733072280787,-124.625018903654
"Neah Bay",2019,"Fukui","Makah",0,17,0,48.3733072280787,-124.625018903654
"Neah Bay",2019,"Russell","Makah",0,12,0,48.3733072280787,-124.625018903654
"Neah Bay",2022,"Shrimp","Makah",0,56,0,48.3733072280787,-124.625018903654
"Neah Bay",2023,"Shrimp","Makah",0,47,0,48.3733072280787,-124.625018903654
"Neah Bay",2024,"Shrimp","Makah",16,87,0.183908045977011,48.3733072280787,-124.625018903654
"Nemah",2020,"Fukui","WDFW",7,31,0.225806451612903,46.5386299377086,-123.894313446607
"Nemah",2020,"Minnow","WDFW",31,29,1.06896551724138,46.5386299377086,-123.894313446607
"Nick's Lagoon",2016,"Fukui","WSG",0,4,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2017,"Fukui","WSG",0,4,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2018,"Fukui","WSG",0,4,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2019,"Fukui","WSG",0,4,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2020,"Fukui","WSG",0,4,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2021,"Fukui","WSG",0,4,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2022,"Fukui","WDFW, WSG",0,24,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2022,"Minnow","WDFW",1,20,0.05,47.6381564778259,-122.838649402624
"Nick's Lagoon",2022,"Shrimp","WDFW",0,2,0,47.6381564778259,-122.838649402624
"Nick's Lagoon",2023,"Fukui","WDFW, WSG",1,44,0.0227272727272727,47.6381564778259,-122.838649402624
"Nick's Lagoon",2023,"Minnow","WDFW",4,40,0.1,47.6381564778259,-122.838649402624
"Nick's Lagoon",2023,"Shrimp","WDFW",15,20,0.75,47.6381564778259,-122.838649402624
"Nick's Lagoon",2024,"Fukui","WDFW",2,25,0.08,47.6381564778259,-122.838649402624
"Nick's Lagoon",2024,"Hand","WDFW",1,1,1,47.6381564778259,-122.838649402624
"Nick's Lagoon",2024,"Minnow","WDFW",0,25,0,47.6381564778259,-122.838649402624
"Nisqually Reserve",2024,"Fukui","WDFW",0,40,0,47.0847640279649,-122.713463225439
"Nisqually Reserve",2024,"Minnow","WDFW",0,38,0,47.0847640279649,-122.713463225439
"Nisqually Reserve",2024,"Shrimp","WDFW",0,8,0,47.0847640279649,-122.713463225439
"North",2022,"Fukui","WDFW",0,90,0,48.4912824466667,-122.576927262222
"North",2022,"Minnow","WDFW",0,90,0,48.4912824466667,-122.576927262222
"North",2022,"Shrimp","WDFW",0,6,0,48.4912824466667,-122.576927262222
"North Duckabush",2016,"Fukui","WSG",0,4,0,47.6489801,-122.9307717
"North Duckabush",2017,"Fukui","WSG",0,3,0,47.6489801,-122.9307717
"North Duckabush",2018,"Fukui","WSG",0,3,0,47.6489801,-122.9307717
"North Duckabush",2019,"Fukui","WSG",0,4,0,47.6489801,-122.9307717
"North Duckabush",2020,"Fukui","WSG",0,4,0,47.6489801,-122.9307717
"North Duckabush",2021,"Fukui","WSG",0,3,0,47.6489801,-122.9307717
"North Duckabush",2022,"Fukui","WSG",0,4,0,47.6489801,-122.9307717
"North Duckabush",2023,"Fukui","WSG",0,4,0,47.6489801,-122.9307717
"North Nemah River",2022,"Fukui","WDFW",4,22,0.181818181818182,46.514666469697,-123.887319318182
"North Nemah River",2022,"Minnow","WDFW",0,22,0,46.514666469697,-123.887319318182
"North Nemah River",2022,"Shrimp","WDFW",3,4,0.75,46.514666469697,-123.887319318182
"North Quilcene Bay",2023,"Fukui","WDFW",0,53,0,47.8258042786289,-122.859144978997
"North Quilcene Bay",2023,"Minnow","WDFW",0,58,0,47.8258042786289,-122.859144978997
"North Quilcene Bay",2023,"Shrimp","WDFW",0,3,0,47.8258042786289,-122.859144978997
"North Quilcene Bay",2024,"Fukui","WDFW",0,9,0,47.8258042786289,-122.859144978997
"North Quilcene Bay",2024,"Minnow","WDFW",0,8,0,47.8258042786289,-122.859144978997
"North River",2021,"Fukui","WDFW",4,12,0.333333333333333,46.74847225,-123.885684861111
"North River",2021,"Minnow","WDFW",13,14,0.928571428571429,46.74847225,-123.885684861111
"Northeast",2018,"Fukui","WDFW",0,36,0,48.5400569040404,-122.492769655303
"Northeast",2018,"Minnow","WDFW",0,55,0,48.5400569040404,-122.492769655303
"Northeast",2020,"Fukui","WDFW",0,3,0,48.5400569040404,-122.492769655303
"Northeast",2020,"Minnow","WDFW",2,11,0.181818181818182,48.5400569040404,-122.492769655303
"Northern Marsh",2020,"Fukui","WDFW",0,38,0,47.8132808748222,-122.865500774538
"Northern Marsh",2020,"Minnow","WDFW",0,37,0,47.8132808748222,-122.865500774538
"O'Meara Point",2023,"Fukui","WDFW",0,10,0,46.4038255466667,-123.950858843333
"O'Meara Point",2023,"Minnow","WDFW",1,10,0.1,46.4038255466667,-123.950858843333
"O'Meara Point",2023,"Shrimp","WDFW",3,10,0.3,46.4038255466667,-123.950858843333
"Oak Bay",2018,"Fukui","WDFW",0,12,0,48.0237557155648,-122.729832642989
"Oak Bay",2018,"Minnow","WDFW",0,18,0,48.0237557155648,-122.729832642989
"Oak Bay",2019,"Fukui","WDFW",0,11,0,48.0237557155648,-122.729832642989
"Oak Bay",2019,"Minnow","WDFW",0,8,0,48.0237557155648,-122.729832642989
"Oak Bay",2020,"Fukui","WDFW",0,11,0,48.0237557155648,-122.729832642989
"Oak Bay",2020,"Minnow","WDFW",0,31,0,48.0237557155648,-122.729832642989
"Oak Bay",2023,"Fukui","WDFW",0,5,0,48.0237557155648,-122.729832642989
"Oak Bay",2023,"Minnow","WDFW",0,5,0,48.0237557155648,-122.729832642989
"Oak Bay",2023,"Shrimp","WDFW",0,5,0,48.0237557155648,-122.729832642989
"Ocean Shores",2020,"Fukui","WDFW, WSG",325,52,6.25,47.0002170199827,-124.140023022818
"Ocean Shores",2020,"Minnow","WDFW",305,50,6.1,47.0002170199827,-124.140023022818
"Ocean Shores",2021,"Fukui","WDFW, WSG",319,104,3.06730769230769,47.0002170199827,-124.140023022818
"Ocean Shores",2021,"Hand","WDFW",16,16,1,47.0002170199827,-124.140023022818
"Ocean Shores",2021,"Minnow","WDFW",310,119,2.60504201680672,47.0002170199827,-124.140023022818
"Ocean Shores",2021,"Shrimp","WDFW",712,20,35.6,47.0002170199827,-124.140023022818
"Ocean Shores",2022,"Fukui","WDFW, WSG",334,72,4.63888888888889,47.0002170199827,-124.140023022818
"Ocean Shores",2022,"Minnow","WDFW",214,72,2.97222222222222,47.0002170199827,-124.140023022818
"Ocean Shores",2022,"Shrimp","WDFW",107,4,26.75,47.0002170199827,-124.140023022818
"Ocean Shores",2023,"Fukui","WDFW, WSG",430,94,4.57446808510638,47.0002170199827,-124.140023022818
"Ocean Shores",2023,"Hand","WDFW",22,18,1.22222222222222,47.0002170199827,-124.140023022818
"Ocean Shores",2023,"Minnow","WDFW",482,89,5.41573033707865,47.0002170199827,-124.140023022818
"Ocean Shores",2023,"Shrimp","WDFW",192,10,19.2,47.0002170199827,-124.140023022818
"Oyhut",2023,"Fukui","WDFW",1,30,0.0333333333333333,46.9440883436667,-124.157568934286
"Oyhut",2023,"Minnow","WDFW",0,28,0,46.9440883436667,-124.157568934286
"Oyhut ",2023,"Minnow","WDFW",0,2,0,46.94387689,-124.15734565
"Ozette",2024,"Shrimp","Makah",14,12,1.16666666666667,48.1608183333333,-124.7318925
"Parpala",2023,"Fukui","WDFW",0,9,0,46.4221914507778,-123.875293098611
"Parpala",2023,"Minnow","WDFW",0,9,0,46.4221914507778,-123.875293098611
"Parpala",2023,"Shrimp","WDFW",0,12,0,46.4221914507778,-123.875293098611
"Paul's Slough",2023,"Hand","WDFW",1,1,1,46.49295735,-124.0307592
"Penn Cove",2015,"Fukui","WSG",0,2,0,48.2336804121429,-122.730226152857
"Penn Cove",2016,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2017,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2018,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2019,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2020,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2021,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2022,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2023,"Fukui","WSG",0,4,0,48.2336804121429,-122.730226152857
"Penn Cove",2023,"Shrimp","WDFW",0,7,0,48.2336804121429,-122.730226152857
"Pillar Point",2022,"Shrimp","Makah",0,4,0,48.199258,-124.08130275
"Point Heyer",2016,"Fukui","WSG",0,1,0,47.4227576,-122.4306703
"Point Heyer",2017,"Fukui","WSG",0,3,0,47.4227576,-122.4306703
"Point Heyer",2018,"Fukui","WSG",0,4,0,47.4227576,-122.4306703
"Point Heyer",2019,"Fukui","WSG",0,4,0,47.4227576,-122.4306703
"Point Heyer",2020,"Fukui","WSG",0,3,0,47.4227576,-122.4306703
"Point Heyer",2021,"Fukui","WSG",0,3,0,47.4227576,-122.4306703
"Point Heyer",2022,"Fukui","WSG",0,4,0,47.4227576,-122.4306703
"Point Heyer",2023,"Fukui","WSG",0,4,0,47.4227576,-122.4306703
"Point Hudson Marina",2023,"Shrimp","WDFW",0,5,0,48.1172512575,-122.7516384375
"Point Julia",2019,"Fukui","WSG",0,4,0,47.8554133,-122.5748384
"Point Julia",2020,"Fukui","WSG",0,4,0,47.8554133,-122.5748384
"Point Julia",2021,"Fukui","WSG",0,4,0,47.8554133,-122.5748384
"Point Julia",2022,"Fukui","WSG",0,4,0,47.8554133,-122.5748384
"Point Julia",2023,"Fukui","WSG",0,4,0,47.8554133,-122.5748384
"Point Julia North",2024,"Fukui","WDFW",0,10,0,47.8608801195,-122.5732714
"Point Julia North",2024,"Minnow","WDFW",0,10,0,47.8608801195,-122.5732714
"Point Whitehorn",2021,"Fukui","WDFW",0,38,0,48.88140357861,-122.778902879892
"Point Whitehorn",2021,"Minnow","WDFW",0,39,0,48.88140357861,-122.778902879892
"Point Whitney",2018,"Fukui","WDFW",0,6,0,47.7614559468667,-122.852781600667
"Point Whitney",2018,"Minnow","WDFW",0,6,0,47.7614559468667,-122.852781600667
"Point Whitney",2024,"Fukui","WDFW",0,15,0,47.7614559468667,-122.852781600667
"Point Whitney",2024,"Minnow","WDFW",0,15,0,47.7614559468667,-122.852781600667
"Point Whitney",2024,"Shrimp","WDFW",0,2,0,47.7614559468667,-122.852781600667
"Port Gamble",2024,"Fukui","WDFW",0,49,0,47.8151606390516,-122.578769950955
"Port Gamble",2024,"Minnow","WDFW",0,47,0,47.8151606390516,-122.578769950955
"Port Gamble",2024,"Shrimp","WDFW",0,4,0,47.8151606390516,-122.578769950955
"Port Ludlow Marina",2022,"Shrimp","WDFW",0,5,0,47.92288356125,-122.68582213125
"Port Ludlow Marina",2024,"Shrimp","WDFW",0,8,0,47.92288356125,-122.68582213125
"Port Ludlow Marina ",2024,"Shrimp","WDFW",0,6,0,47.9228443488889,-122.685589716667
"Port Madison Yacht Club",2024,"Shrimp","WDFW",0,7,0,47.6961610675,-122.535623458333
"Port Madison Yacht Club ",2024,"Shrimp","WDFW",0,3,0,47.69621245,-122.535422733333
"Port Susan Bay",2021,"Fukui","WDFW",0,30,0,48.2079003666667,-122.3701982
"Port Susan Bay",2021,"Minnow","WDFW",0,30,0,48.2079003666667,-122.3701982
"Port of Kingston",2024,"Shrimp","WDFW",0,17,0,47.7947747284167,-122.496839675
"Port of Peninsula",2022,"Fukui","WDFW",90,62,1.45161290322581,46.4989500492424,-124.029511715176
"Port of Peninsula",2022,"Minnow","WDFW",65,44,1.47727272727273,46.4989500492424,-124.029511715176
"Port of Peninsula",2022,"Shrimp","WDFW",75,16,4.6875,46.4989500492424,-124.029511715176
"Port of Poulsbo",2024,"Shrimp","WDFW",0,12,0,47.73337246,-122.647197725
"Portage Canal",2018,"Fukui","WDFW",0,3,0,48.0272652872364,-122.725029809524
"Portage Canal",2018,"Minnow","WDFW",0,4,0,48.0272652872364,-122.725029809524
"Portage Canal",2019,"Fukui","WDFW",0,6,0,48.0272652872364,-122.725029809524
"Portage Canal",2019,"Minnow","WDFW",0,7,0,48.0272652872364,-122.725029809524
"Portage Canal",2023,"Fukui","WDFW",0,8,0,48.0272652872364,-122.725029809524
"Portage Canal",2023,"Minnow","WDFW",0,6,0,48.0272652872364,-122.725029809524
"Portage Canal",2023,"Shrimp","WDFW",0,2,0,48.0272652872364,-122.725029809524
"Post Point Lagoon",2016,"Fukui","WSG",0,4,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2017,"Fukui","WSG",0,4,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2018,"Fukui","WSG",0,4,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2019,"Fukui","WDFW, WSG",0,17,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2019,"Minnow","WDFW",0,10,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2020,"Fukui","WDFW, WSG",0,14,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2020,"Minnow","WDFW",0,10,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2021,"Fukui","WSG",0,4,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2022,"Fukui","WDFW, WSG",0,24,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2022,"Minnow","WDFW",0,20,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2022,"Shrimp","WDFW",0,2,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2023,"Fukui","WDFW, WSG",0,74,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2023,"Minnow","WDFW",0,70,0,48.7183793977393,-122.516020548321
"Post Point Lagoon",2023,"Shrimp","WDFW",1,13,0.0769230769230769,48.7183793977393,-122.516020548321
"Potlatch State Park",2023,"Shrimp","WDFW",0,8,0,47.3588249385714,-123.157709335714
"Preachers Slough",2021,"Fukui","WDFW",0,13,0,46.9435494615385,-123.660384461538
"Preachers Slough",2021,"Minnow","WDFW",0,13,0,46.9435494615385,-123.660384461538
"Priest Point",2021,"Fukui","WDFW",0,20,0,48.035597325,-122.22834225
"Priest Point",2021,"Minnow","WDFW",0,20,0,48.035597325,-122.22834225
"Pysht",2017,"Fukui","WSG",0,3,0,48.2065905131288,-124.112241932826
"Pysht",2018,"Fukui","WSG",0,4,0,48.2065905131288,-124.112241932826
"Pysht",2019,"Fukui","WDFW, WSG",0,156,0,48.2065905131288,-124.112241932826
"Pysht",2019,"Minnow","WDFW",0,157,0,48.2065905131288,-124.112241932826
"Pysht",2019,"Shrimp","WDFW",0,2,0,48.2065905131288,-124.112241932826
