Effort Type,Year,Month,Date Deployed,Location,Site Code,Trap Type,Trap Number,Bait Type,Latitude,Longitude,Date Retrieved,Count of EGC,Male,Female,Gravid,Comments
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,174,HERRING,48.31919,-124.66164,8/4/2022,34,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,176,HERRING,48.32091,-124.65891,8/4/2022,20,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,177,HERRING,48.31839,-124.66141,8/4/2022,11,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,178,HERRING,48.3187,-124.66164,8/4/2022,14,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,179,HERRING,48.31986,-124.66138,8/4/2022,37,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,180,HERRING,48.31587,-124.65852,8/4/2022,8,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,196,HERRING,48.31761,-124.66102,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,197,HERRING,48.31709,-124.66003,8/4/2022,3,,,0,RD3: DOOR OPEN
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,814,HERRING,48.32006,-124.66011,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,817,HERRING,48.32087,-124.65613,8/4/2022,17,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1551,HERRING,48.3202,-124.6597,8/4/2022,7,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1552,HERRING,48.32201,-124.65667,8/4/2022,8,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1553,HERRING,48.31715,-124.65965,8/4/2022,17,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1554,HERRING,48.32229,-124.65655,8/4/2022,6,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1558,HERRING,48.31676,-124.65888,8/4/2022,41,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1559,HERRING,48.32043,-124.65921,8/4/2022,11,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1560,HERRING,48.32098,-124.658,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1561,HERRING,48.318,-124.66074,8/4/2022,41,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1562,HERRING,48.32111,-124.65772,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1565,HERRING,48.32154,-124.65701,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1571,HERRING,48.31904,-124.66132,8/4/2022,23,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1581,HERRING,48.316,-124.6588,8/4/2022,10,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1582,HERRING,48.32058,-124.65895,8/4/2022,9,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1589,HERRING,48.32019,-124.65771,8/4/2022,7,,,0,CAMA count changed from 8 to 7 (-1M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1590,HERRING,48.3164,-124.65838,8/4/2022,19,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1594,HERRING,48.32087,-124.65829,8/4/2022,5,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1596,HERRING,48.3207,-124.65871,8/4/2022,11,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1600,HERRING,48.31858,-124.66119,8/4/2022,30,,,0,
ON EFFORT,2022,August,8/3/2022,Tsoo-Yess River,TSOO,SHRIMP,1875,HERRING,48.32055,-124.65832,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,1,HERRING,48.34424,-124.66527,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,2,HERRING,48.34328,-124.66784,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,11,HERRING,48.3452,-124.66408,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,12,HERRING,48.34354,-124.66861,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,26,HERRING,48.34645,-124.66296,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,27,HERRING,48.34624,-124.66327,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,29,HERRING,48.3439,-124.66983,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,31,HERRING,48.34604,-124.66349,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,32,HERRING,48.34597,-124.66359,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,42,HERRING,48.34365,-124.66607,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,43,HERRING,48.34628,-124.66321,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,53,HERRING,48.34371,-124.66893,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,133,HERRING,48.34401,-124.66559,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,136,HERRING,48.34492,-124.66447,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,148,HERRING,48.34452,-124.66491,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,203,HERRING,48.34508,-124.67174,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,206,HERRING,48.34448,-124.67317,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,208,HERRING,48.34452,-124.67316,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,211,HERRING,48.34494,-124.67197,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,218,HERRING,48.34451,-124.67283,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,219,HERRING,48.34577,-124.6638,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,221,HERRING,48.34488,-124.67225,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,222,HERRING,48.34393,-124.67538,8/4/2022,1,,,0,CAMA count changed from 0 to 1 (+1F) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,226,HERRING,48.34422,-124.67467,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,227,HERRING,48.34489,-124.67154,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,229,HERRING,48.34451,-124.67315,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,231,HERRING,48.34476,-124.67107,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,232,HERRING,48.3432,-124.67635,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,233,HERRING,48.34496,-124.67153,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,238,HERRING,48.34478,-124.67126,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,240,HERRING,48.34349,-124.67619,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,243,HERRING,48.34428,-124.67429,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,245,HERRING,48.34418,-124.67496,8/4/2022,6,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,249,HERRING,48.34437,-124.67313,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,251,HERRING,48.34377,-124.67574,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,255,HERRING,48.34475,-124.6724,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,257,HERRING,48.34454,-124.67274,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,261,HERRING,48.34441,-124.67358,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,262,HERRING,48.34361,-124.67596,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,264,HERRING,48.34477,-124.67079,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,403,HERRING,48.34606,-124.66264,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,406,HERRING,48.34523,-124.66322,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,410,HERRING,48.34577,-124.6629,8/4/2022,6,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,411,HERRING,48.34722,-124.66251,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,413,HERRING,48.34574,-124.66293,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,414,HERRING,48.34466,-124.66424,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,415,HERRING,48.34757,-124.66213,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,424,HERRING,48.34597,-124.66277,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,444,HERRING,48.34628,-124.66244,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,448,HERRING,48.34612,-124.6626,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,449,HERRING,48.3446,-124.66428,8/4/2022,8,,,0,CAMA count changed from 7 to 8 (+1M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,450,HERRING,48.34568,-124.66307,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,595,HERRING,48.34789,-124.66165,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,596,HERRING,48.34681,-124.6627,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,597,HERRING,48.34484,-124.66396,8/4/2022,3,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,598,HERRING,48.34632,-124.6625,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,599,HERRING,48.34582,-124.66286,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,600,HERRING,48.34587,-124.66283,8/4/2022,3,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,751,HERRING,48.34698,-124.66239,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,753,HERRING,48.346,-124.66273,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,756,HERRING,48.34703,-124.66266,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,757,HERRING,48.34739,-124.66235,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,768,HERRING,48.34696,-124.66248,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,787,HERRING,48.34566,-124.66326,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,789,HERRING,48.34703,-124.66228,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,791,HERRING,48.34615,-124.66251,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,792,HERRING,48.34619,-124.66247,8/4/2022,3,,,0,MISSING IN EGC DATA
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,794,HERRING,48.34603,-124.66269,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,797,HERRING,48.34528,-124.66335,8/4/2022,8,,,0,CAMA count changed from 5 to 8 (+3M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,798,HERRING,48.34624,-124.66243,8/4/2022,1,,,0,MISSING IN EGC DATA
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,799,HERRING,48.34772,-124.6619,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,MINNOW,800,HERRING,48.34449,-124.66439,8/4/2022,6,,,0,CAMA count changed from 5 to 6 (+1F) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,126,HERRING,48.34348,-124.67617,8/4/2022,14,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,128,HERRING,48.34681,-124.6627,8/4/2022,10,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,150,HERRING,48.34319,-124.67633,8/4/2022,27,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,152,HERRING,48.34361,-124.67596,8/4/2022,14,,,0,CAMA count changed from 16 to 14 (-2M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,153,HERRING,48.34377,-124.67571,8/4/2022,5,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,155,HERRING,48.34478,-124.67231,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,160,HERRING,48.34576,-124.66383,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,161,HERRING,48.34415,-124.67316,8/4/2022,7,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,163,HERRING,48.34433,-124.67366,8/4/2022,5,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,164,HERRING,48.34391,-124.67538,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,167,HERRING,48.34735,-124.66239,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,168,HERRING,48.34328,-124.66785,8/4/2022,7,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,169,HERRING,48.34517,-124.66409,8/4/2022,3,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,173,HERRING,48.34474,-124.66415,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,175,HERRING,48.34488,-124.66383,8/4/2022,15,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,193,HERRING,48.34418,-124.67496,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,194,HERRING,48.34719,-124.66254,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,558,HERRING,48.34389,-124.66978,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,611,HERRING,48.34369,-124.66888,8/4/2022,24,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,612,HERRING,48.34493,-124.66444,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,835,HERRING,48.34621,-124.66331,8/4/2022,2,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1046,HERRING,48.34785,-124.66169,8/4/2022,1,,,0,RD3: 1 SALM
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1047,HERRING,48.34484,-124.67142,8/4/2022,4,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1050,HERRING,48.34362,-124.6661,8/4/2022,1,,,0,CAMA count changed from 0 to 1 (+1M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1555,HERRING,48.34605,-124.66347,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1556,HERRING,48.3463,-124.66319,8/4/2022,6,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1557,HERRING,48.34428,-124.67429,8/4/2022,11,,,0,CAMA count changed from 12 to 11 (-1M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1563,HERRING,48.34491,-124.67204,8/4/2022,6,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1564,HERRING,48.34699,-124.66267,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1572,HERRING,48.34798,-124.66144,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1573,HERRING,48.34497,-124.67193,8/4/2022,8,,,0,CAMA count changed from 9 to 8 (-1M) after EGC processing/data validation. DL
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1591,HERRING,48.34769,-124.66193,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1592,HERRING,48.34422,-124.67465,8/4/2022,10,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1593,HERRING,48.34495,-124.67166,8/4/2022,5,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1595,HERRING,48.34753,-124.66216,8/4/2022,0,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1597,HERRING,48.34455,-124.66491,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1598,HERRING,48.34596,-124.66355,8/4/2022,3,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1599,HERRING,48.34568,-124.66309,8/4/2022,3,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1625,HERRING,48.34642,-124.66301,8/4/2022,6,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1662,HERRING,48.34352,-124.66858,8/4/2022,12,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1663,HERRING,48.34425,-124.66525,8/4/2022,5,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1673,HERRING,48.34399,-124.6656,8/4/2022,1,,,0,
ON EFFORT,2022,August,8/3/2022,Wa'atch River,WAA,SHRIMP,1869,HERRING,48.34472,-124.67248,8/4/2022,3,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",69,HERRING,48.32095,-124.65582,8/5/2022,45,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",71,HERRING,48.32081,-124.65615,8/5/2022,12,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",91,HERRING,48.32038,-124.65813,8/5/2022,7,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",96,HERRING,48.32016,-124.65799,8/5/2022,7,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",184,HERRING,48.3204,-124.65733,8/5/2022,13,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",186,HERRING,48.32086,-124.65641,8/5/2022,24,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",195,HERRING,48.32027,-124.65785,8/5/2022,3,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",207,HERRING,48.32,-124.65813,8/5/2022,3,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",215,HERRING,48.32058,-124.65704,8/5/2022,16,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,"1/2"" SHRIMP",228,HERRING,48.32035,-124.65749,8/5/2022,20,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,3,HERRING,48.31993,-124.65868,8/5/2022,2,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,4,HERRING,48.32035,-124.6588,8/5/2022,6,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,5,HERRING,48.32231,-124.65649,8/5/2022,1,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,6,HERRING,48.31864,-124.66121,8/5/2022,1,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,7,HERRING,48.32014,-124.65772,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,8,HERRING,48.31648,-124.65838,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,10,HERRING,48.32088,-124.65584,8/5/2022,4,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,13,HERRING,48.32098,-124.65604,8/5/2022,5,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,14,HERRING,48.32003,-124.65807,8/5/2022,2,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,15,HERRING,48.32047,-124.65747,8/5/2022,1,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,16,HERRING,48.32048,-124.65785,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,17,HERRING,48.32067,-124.65874,8/5/2022,4,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,18,HERRING,48.32055,-124.65742,8/5/2022,1,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,19,HERRING,48.32076,-124.65617,8/5/2022,1,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,20,HERRING,48.32196,-124.6567,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,21,HERRING,48.32,-124.6586,8/5/2022,3,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,22,HERRING,48.31985,-124.6585,8/5/2022,2,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,23,HERRING,48.32004,-124.66014,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,24,HERRING,48.3205,-124.65824,8/5/2022,5,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,25,HERRING,48.31567,-124.65779,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,28,HERRING,48.32086,-124.65826,8/5/2022,2,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,30,HERRING,48.3191,-124.66129,8/5/2022,3,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,33,HERRING,48.32055,-124.65899,8/5/2022,5,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,34,HERRING,48.32036,-124.6581,8/5/2022,2,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,35,HERRING,48.31723,-124.65969,8/5/2022,3,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,36,HERRING,48.3204,-124.65923,8/5/2022,5,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,37,HERRING,48.32,-124.65804,8/5/2022,2,,,0,Changed from 0 0 0 to 2 1 1 after EGC processing/data validation. DL
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,38,HERRING,48.31998,-124.65822,8/5/2022,0,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,39,HERRING,48.31699,-124.65932,8/5/2022,4,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,40,HERRING,48.32084,-124.65613,8/5/2022,5,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,41,HERRING,48.32153,-124.65714,8/5/2022,1,,,0,
ON EFFORT,2022,August,8/4/2022,Tsoo-Yess River,TSOO,MINNOW,44,HERRING,48.32019,-124.65802,8/5/2022,0,,,0,
