objectid,GlobalID,Trap Number,Total Male,Total Female,Total Catch,Site Name,Effort Type,Total Gravid,Trap Type,Set Date and Time,Date and time of Trap being removed.,Acquisition Date,Management Area,Version Used,x,y
17707,a3efaac4-eb58-4b0d-8de8-53559c3328ae,184-Y,0,0,0,Northeast,Removal,,Minnow,5/11/2021 14:05,5/13/2021 12:35,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.741154,48.978932
17956,7f1fff29-ea92-4185-91a0-86e3575d7b74,1443-R,0,0,0,Dakota Creek,Removal,,Fukui,5/27/2021 14:15,5/28/2021 14:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.739015,48.973367
13622,10c925cf-4ddf-4030-ba38-e128d1f72ffa,145-P,0,0,0,East,Assessment,,Minnow,8/5/2020 13:38,8/6/2020 10:13,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.7323518,48.967958
13379,e1fe4d4d-706b-4375-9ce2-f254905e908a,373-R,0,0,0,California Creek,Assessment,,Minnow,7/20/2020 14:08,7/21/2020 12:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.724217,48.95338
13373,42fe821a-a9d2-4bff-ab40-27f25b3551e8,80-P,0,0,0,California Creek,Assessment,,Minnow,7/20/2020 10:42,7/21/2020 10:30,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.734127,48.96254
14120,bee00891-fbde-4ca7-9533-e12edca4a641,23-P,0,0,0,California Creek,Control,,Fukui,9/28/2020 10:48,9/30/2020 10:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.733958,48.960836
12881,d445889c-e143-4267-8009-2a49a8d89a6d,64,0,0,0,California Creek,Control,,Minnow,6/8/2020 14:00,6/10/2020 16:13,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.734177,48.96034
19865,1c88a24f-4a97-4291-b5b1-518622a48a32,746,0,0,0,Johns River,Assessment,,Shrimp,7/12/2022 6:30,7/14/2022 8:28,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.992994,46.90088
23701,d09e42f4-7ee9-4c38-a4a2-f9f66b013302,2335,4,0,4,Johns River,Assessment,0,Shrimp,5/9/2023 20:14,5/11/2023 20:42,05/09/2023 20:16:35.430,Grays Harbor,DFW,-123.993366,46.90082798
26612,394ec662-c9df-4a5a-ac23-be1caecc1062,1285,0,0,0,Johns River,Assessment,0,Minnow,7/19/2023 16:59,7/21/2023 16:39,07/19/2023 16:59:23.019,Grays Harbor,DFW,-123.9902677,46.90494407
26606,4dee2129-6378-4a73-9f70-69cdcd009237,1338,0,0,0,Johns River,Assessment,0,Minnow,7/19/2023 16:56,7/21/2023 16:26,07/19/2023 16:57:05.087,Grays Harbor,DFW,-123.9916455,46.90534453
17209,57c38a15-ffb5-4af6-ab05-66c952004e6c,1500-R,0,0,0,Hwy 105 Slough,Assessment,,Fukui,8/10/2021 11:30,8/12/2021 8:55,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.089868,46.860611
9792,39d6734e-d4a9-4290-bcac-1bbdc4eb2e6a,1560,7,4,11,Leadbetter,Assessment,0,Shrimp,1/17/2023 23:10,1/19/2023 23:00,02/28/2023 05:30:15.240,Willapa Bay,DFW,-124.0421901,46.6082906
23950,08d67632-4325-4f1b-80bf-9221410d16ec,0579,0,0,0,Skagit River,Early Detection,0,Minnow,5/16/2023 16:41,5/18/2023 15:07,05/16/2023 16:46:09.707,North Central Puget Sound,DFW,-122.384896,48.27643722
20114,b199fff3-cd5d-4796-b76a-28060604f57e,1603,2,0,2, Duckland & 105,Assessment,,Fukui,8/9/2022 7:00,8/11/2022 7:05,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.087666,46.858959
20120,b509c88d-f38e-46d6-b005-7cc53526e773,2311,2,2,4, Duckland & 105,Assessment,,Fukui,8/9/2022 7:00,8/11/2022 7:05,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.087379,46.859787
20612,0ace7621-aab0-47d8-8673-403cb7b84247,1608,2,1,3,Grassy Slough,Assessment,,Fukui,9/20/2022 7:27,9/22/2022 8:05,02/28/2023 05:30:15.240,Willapa Bay,DFW,-124.0511331,46.62796389
16284,f1531da1-0b44-45aa-9a40-180401a4342a,1421-R,0,0,0,Taylor Shellfish Beds,Assessment,,Minnow,4/19/2021 11:50,4/21/2021 14:30,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.94639,46.637773
28278,c94695a1-1eb9-4b62-bb5e-344b086d1065,1546,6,1,7,Leadbetter,Assessment,0,Shrimp – other,9/5/2023 20:20,9/7/2023 18:35,09/05/2023 20:24:28.661,Willapa Bay,DFW,-124.0410104,46.60790841
28776,925ba7d8-184a-4341-b6d1-416596752c3b,2503,0,0,0,Skokomish Estuary,Early Detection,0,Shrimp – other,9/12/2023 15:40,9/14/2023 15:28,09/12/2023 17:30:45.022,Hood Canal,DFW,-123.1314483,47.34222662
11464,77f27b2d-2a94-4693-bf27-7dd889baed54,33,0,0,0,Davison Head,Early Detection,,Minnow,8/27/2019 12:45,8/29/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.14929,48.62191
11458,120ae76e-295f-47c8-b9f3-e22688a7b044,26,0,0,0,Westcott Bay Marsh,Assessment,,Minnow,8/27/2019 9:00,8/29/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.14351,48.60882
26363,0dfd7632-affb-4280-bac0-eb9debff4417,2068,0,0,0,Cultus Bay,Early Detection,0,Fukui,7/17/2023 20:40,7/20/2023 16:48,07/17/2023 21:25:35.484,North Central Puget Sound,DFW,-122.3883878,47.92497571
26357,b33ea0a1-b37f-479e-8648-f447382f0f31,422,0,0,0,Cultus Bay,Early Detection,0,Minnow,7/17/2023 20:58,7/20/2023 17:14,07/17/2023 21:25:35.484,North Central Puget Sound,DFW,-122.3877511,47.92494659
28770,386b1ac2-0adf-4049-adc1-33c82e36321f,0742,0,0,0,Skokomish Estuary,Early Detection,0,Minnow,9/12/2023 15:58,9/14/2023 15:47,09/12/2023 17:30:45.022,Hood Canal,DFW,-123.1321076,47.34200375
31432,8bfee38c-9e7f-4587-9454-33b243066590,2323,0,0,0,Indian Island Lagoon,Early Detection,0,Fukui,5/28/2024 23:10,5/31/2024 0:27,05/28/2024 23:10:04.295,,WDFW,-122.7179078,48.02523785
15045,1538e44c-8bf3-4663-95d6-ec1647ff70cc,667-R,0,0,0,Scow Bay,Assessment,,Fukui,5/11/2021 14:00,5/12/2021 11:45,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.700756,48.018521
10717,0e0babe5-9b65-4ff7-a5d1-71243526e3fb,669,0,0,0,Scow Bay,Rapid Response,,Minnow,10/9/2018 9:45,10/11/2018 12:00,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.70074,48.02
30934,4bbb45b3-150a-4a10-b1af-b60fe1bb9198,2291,0,0,0,Snow Creek,Assessment,0,Fukui,5/21/2024 17:11,5/23/2024 16:39,05/21/2024 17:11:43.295,,WDFW,-122.8831862,47.99205204
34770,b431db40-6bc1-4494-888d-5ed81c6035f7,1217,0,0,0,Snow Creek,Assessment,0,Minnow,8/14/2024 17:05,8/16/2024 17:54,08/14/2024 17:05:34.295,,WDFW,-122.883918,47.9913684
24691,8b3c20c2-f1f4-4b8f-a296-4c56f8a53a6f,1174,0,0,0,Snow Creek,Assessment,0,Minnow,5/31/2023 18:51,6/2/2023 19:54,05/31/2023 19:06:33.527,Eastern Strait and Admiralty Inlet,DFW,-122.8841554,47.991962
21786,e08c0eea-ca8c-4983-8b02-6696b4e7f2bb,593,0,0,0,Fairmont,Assessment,,Minnow,8/9/2022 8:00,8/11/2022 8:30,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.877383,47.993776
29019,3ae49e46-8dcf-4c66-adb4-57f8f871ec51,1445,0,0,0,Walan Point,Early Detection,0,Minnow,9/25/2023 16:32,9/27/2023 16:15,09/25/2023 16:39:04.968,Eastern Strait and Admiralty Inlet,DFW,-122.7440993,48.07201489
19871,da11d77c-b1b8-44a6-be03-d9e4e9e1b271,1655,0,0,0,Ilwaco Marsh,Early Detection,,Fukui,7/11/2022 6:37,7/12/2022 7:00,02/28/2023 05:30:15.240,Columbia River,DFW,-124.045674,46.300589
15786,ba3b544e-c999-4973-8ca3-6856e6ab099f,6-P,0,0,0,Washington Harbor,Early Detection,,Fukui,7/27/2021 13:00,7/29/2021 11:10,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-123.052288,48.083766
15792,82392782-fac3-4309-9308-7d9c5b977948,85-P,0,0,0,Washington Harbor,Early Detection,,Minnow,7/27/2021 13:00,7/29/2021 11:10,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-123.052398,48.083541
30940,f9af0842-13fc-4972-90d2-b565052014fb,1254,0,0,0,Washington Harbor,Assessment,0,Minnow,5/21/2024 17:47,5/23/2024 16:42,05/21/2024 17:47:47.295,,WDFW,-123.0436976,48.0868008
21537,86d81ee2-9cae-4713-9752-57c1fb392bc3,2193,0,0,0,Washington Harbor,Early Detection,,Minnow,8/1/2022 15:33,8/3/2022 8:14,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-123.0442,48.090271
32357,d86a1d47-1761-4cc5-8bb2-d6462996fe14,1437,0,0,0,Pysht ,Early Detection,0,Fukui,6/24/2024 17:40,6/25/2024 16:51,06/24/2024 17:40:54.295,,WDFW,-124.1110821,48.20831604
28029,20a5cd40-a344-476f-844a-3df8f52cf036,1613,0,1,1,Clearwater Creek,Assessment,0,Fukui,8/29/2023 16:08,9/1/2023 15:45,08/29/2023 18:32:26.938,Willapa Bay,DFW,-123.9069251,46.44918417
19622,f58afcf9-26f6-4065-9b61-0a911d7734ec,797,0,0,0,Greenhead Slough,Assessment ,,Minnow,6/27/2022 6:00,6/29/2022 7:00,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.9465302,46.3706629
20363,6b8d4a14-2f6c-4558-87e9-5bed8e27f673,1622,0,0,0,Waikiki Lagoon,Assessment,,Fukui,8/29/2022 9:01,8/30/2022 12:20,02/28/2023 05:30:15.240,Columbia River,DFW,-124.062076,46.279339
10966,95da9a21-e6cc-4dc3-a900-306e4f52491a,607,0,0,0,Chuckanut Bay,Rapid Response,,Fukui,7/1/2019 9:30,7/3/2019 9:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.50054,48.70019
15294,61748212-efd5-4cfc-a2b1-3c63c4721df9,1127-B,0,0,0,Squalicum Harbor,Assessment,,Fukui,6/8/2021 14:00,6/10/2021 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.496839,48.757589
25865,df135fbc-c653-458a-bdef-fc9d6150258c,0638,0,0,0,Post Point Lagoon,Rapid Response,0,Fukui,6/27/2023 18:09,6/29/2023 18:03,06/27/2023 18:52:31.894,North Puget Sound,DFW,-122.5155006,48.71825714
11956,35cea261-9ad1-42bc-bbab-334dc892d72b,630-P,0,0,0,Taylor Shellfish,Assessment,,Minnow,7/20/2020 13:30,7/22/2020 13:25,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.438802,48.609239
26855,db9a8454-da39-4c22-ba32-9016732ba8bc,1088,0,0,0,Chuckanut Bay,Assessment,0,Minnow,7/26/2023 14:30,7/27/2023 16:21,07/26/2023 14:37:32.849,North Puget Sound,DFW,-122.4993682,48.69940029
11209,786c3149-e0dd-4a3b-a731-bf39a5c9bde4,681,0,0,0,Chuckanut Bay,Rapid Response,,Minnow,7/29/2019 8:30,7/31/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.49657,48.6997
11215,a7d1d372-56c3-487e-a15c-6138f24c0dfe,657,0,0,0,Chuckanut Bay,Rapid Response,,Minnow,7/29/2019 8:30,7/31/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.4956,48.70006
28621,dc3ba7d0-0e43-47d0-8fc9-dfd917e9486a,2774,0,0,0,McKinley Lagoon,Rapid Response,0,Shrimp,9/11/2023 19:17,9/13/2023 17:40,09/11/2023 19:17:32.375,Eastern Strait and Admiralty Inlet,DFW,-123.468619,48.13233336
28627,bcfb302a-0325-43e6-b3c7-8bdb86f86d89,2786,0,0,0,McKinley Lagoon,Rapid Response,0,Shrimp,9/11/2023 19:33,9/13/2023 17:38,09/11/2023 19:36:27.936,Eastern Strait and Admiralty Inlet,DFW,-123.4677539,48.13220535
28670,f187b249-412d-4693-8ddc-f7de96ccecfd,0934,0,0,0,McKinley Lagoon,Rapid Response,0,Fukui,9/12/2023 16:41,9/13/2023 16:29,09/12/2023 16:41:40.198,Eastern Strait and Admiralty Inlet,DFW,-123.469654,48.13308197
28676,0e1c3916-4182-4265-81b7-6e1b1ceb5d0e,2598,0,0,0,McKinley Lagoon,Rapid Response,0,Fukui,9/12/2023 16:46,9/13/2023 16:37,09/12/2023 16:46:51.270,Eastern Strait and Admiralty Inlet,DFW,-123.4686083,48.13316984
33490,772dcfb7-e83f-4987-93cd-50657ab8b7e4,0323,0,0,0,Dewatto,Early Detection,0,Minnow,7/22/2024 18:06,7/25/2024 18:12,07/22/2024 18:06:59.295,,WDFW,-123.0527466,47.45208937
24299,cf5ca134-43fe-4317-969d-0c40d9c364a6,1171,4,0,4,Ocean Shores Airport,Assessment,0,Minnow,5/23/2023 17:58,5/25/2023 17:17,05/23/2023 17:58:41.555,Grays Harbor,DFW,-124.1419858,47.0052157
24293,e4f41377-f311-46b8-98fe-aec7a65f0c37,1538,12,0,12,Ocean Shores Airport,Assessment,0,Shrimp – other,5/23/2023 17:47,5/25/2023 17:23,05/23/2023 17:47:39.140,Grays Harbor,DFW,-124.1418861,47.0056792
24348,e55562c5-08c6-47ac-8eff-dc3f1b79c7be,1211,1,0,1,Ocean Shores Airport,Assessment,0,Minnow,5/23/2023 19:30,5/25/2023 20:18,05/23/2023 19:30:14.132,Grays Harbor,DFW,-124.1400818,47.00140649
17309,18163561-d0e0-4122-b702-3dbf04796d41,1192-Y,1,0,1,Ocean Shores Airport,Assessment,,Fukui,9/8/2021 7:20,9/10/2021 8:00,02/28/2023 05:30:15.240,Grays Harbor,DFW,-124.141,47.00081
24342,89007715-5ef7-40e5-8aca-e660260fc98e,643,1,2,3,Ocean Shores Airport,Assessment,0,Fukui,5/23/2023 19:13,5/25/2023 20:21,05/23/2023 19:13:38.442,Grays Harbor,DFW,-124.1387074,46.99984671
12981,85a413b1-4879-4ea9-9ff6-ddc10e5989bb,100,1,0,1,North,Control,,Minnow,6/22/2020 9:10,6/26/2020 13:20,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.753806,48.988615
13522,a6bc4343-8f81-4cc7-94f8-6ca2a4ee21e9,57-P,0,0,0,North,Control,,Minnow,8/3/2020 10:10,8/7/2020 12:15,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754055,48.988646
14014,0dec30c8-9687-4408-8c0a-d1755e439df5,623-P,0,0,0,North,Control,,Fukui,9/14/2020 8:00,9/16/2020 9:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754802,48.988587
14020,fd249427-0731-4ebc-968d-0a19f48e3aff,75-P,0,0,0,North,Control,,Minnow,9/14/2020 8:00,9/16/2020 9:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.754242,48.988774
18348,bc84922b-2da9-445d-93e0-f095b6cf0350,644-P,0,0,0,Drayton Harbor Oyster C,Removal,,Fukui,6/29/2021 15:00,6/30/2021 15:55,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.757786,48.980703
18342,45f2fe99-dca1-46c0-809c-1b28ae167776,72-P,0,0,0,Drayton Harbor Oyster C,Removal,,Minnow,6/29/2021 15:00,6/30/2021 15:55,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.757607,48.980578
17801,61b82dd5-e190-4eed-9459-28db7c725807,57-P,0,0,0,North,Removal,,Minnow,5/24/2021 10:00,5/28/2021 11:45,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.755793,48.988989
17807,ed0dfa3b-e628-47b6-a353-a69342fcfdee,196-P,0,0,0,North,Removal,,Minnow,5/24/2021 10:00,5/28/2021 11:45,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.755218,48.98891
13971,b8e29375-2a75-425a-a495-381a790f3bab,623-P,0,0,0,North,Control,,Fukui,9/10/2020 7:42,9/11/2020 7:52,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.75506,48.98893
22627,4c42371e-f08e-474a-9ece-0aebbc301c05,706,0,0,0,South,Assessment,,Minnow,8/22/2022 7:40,8/25/2022 7:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.57249,48.46537
22184,ceb4247d-4b99-49f0-8811-845d9faa8b4e,2089,0,0,0,North,Assessment,,Fukui,8/22/2022 7:37,8/24/2022 7:46,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.576958,48.48642
22135,b797cbd3-312d-46e3-a388-037f0ddc3bd5,1387,0,0,0,Dosewallips,Early Detection,,Fukui,7/14/2022 12:30,7/15/2022 11:03,02/28/2023 05:30:15.240,Hood Canal,DFW,-122.897299,47.683988
23807,2bd41329-a6fd-407f-b369-83cf828b17e0,1137,0,0,0,Fir Island Farms,Early Detection,0,Fukui,5/9/2023 22:54,5/11/2023 21:27,05/09/2023 22:56:08.653,North Central Puget Sound,DFW,-122.4137109,48.33284681
23801,60161ee8-56d0-424e-8aac-67544fd4f1f9,2473,0,0,0,Fir Island Farms,Early Detection,0,Fukui,5/9/2023 22:35,5/11/2023 20:57,05/09/2023 22:41:09.647,North Central Puget Sound,DFW,-122.4134466,48.33230501
25965,bce3b53b-9233-44d0-9d51-f6a58f4fe6dc,2297,0,0,0,North Quilcene Bay,Early Detection,0,Fukui,6/28/2023 15:19,6/29/2023 14:04,06/28/2023 15:49:09.600,Hood Canal,DFW,-122.8616781,47.81767973
25971,90fb1107-bd33-40c5-b85c-6f62ae1e68dd,1933,0,0,0,North Quilcene Bay,Early Detection,0,Fukui,6/28/2023 14:57,6/29/2023 13:55,06/28/2023 15:49:09.600,Hood Canal,DFW,-122.8626518,47.81731794
32506,c790c921-6238-407b-aedb-0ed7edd948c6,1066,0,0,0,Right Smart Cove,Assessment,0,Minnow,7/1/2024 15:01,7/3/2024 15:51,07/01/2024 15:01:01.295,,WDFW,-122.8806015,47.73333068
26955,8a17c9c2-3687-44d4-97c5-67d7b32cf449,1504,0,0,0,Right Smart Cove,Assessment,0,Shrimp – other,7/26/2023 14:19,7/28/2023 13:38,07/26/2023 17:00:44.754,Hood Canal,DFW,-122.879802,47.73483817
22129,d8f01419-2294-4b29-a4bd-2b748424307f,786,0,0,0,Dosewallips,Early Detection,,Minnow,7/14/2022 12:30,7/15/2022 11:03,02/28/2023 05:30:15.240,Hood Canal,DFW,-122.898432,47.683833
13479,94ac2ecb-f013-4cbd-b774-65dcb11ef256,145-P,0,0,0,Drayton Harbor Oyster C,Assessment,,Minnow,7/29/2020 8:53,7/31/2020 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.75713,48.97942
17850,99717eaa-1981-4499-9727-3fe9dd303cb8,624-P,0,0,0,Dakota Creek,Removal,,Fukui,5/24/2021 11:00,5/28/2021 13:03,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.735215,48.973802
28129,68c3e1f6-0142-4d32-bafa-b02fb0628858,1440,0,0,0,Terrell Creek,Assessment,0,Fukui,8/29/2023 21:33,8/30/2023 20:50,08/29/2023 21:56:13.012,North Puget Sound,DFW,-122.7450349,48.92096777
28135,cfc3629a-1c1d-4f16-a5a4-3b7ed78fc6a1,0329,0,0,0,Terrell Creek,Assessment,0,Minnow,8/29/2023 21:33,8/30/2023 20:41,08/29/2023 22:02:08.096,North Puget Sound,DFW,-122.7448897,48.92036673
20512,7f23662d-38c2-4d2c-9bfc-165ed2c7945f,1909,0,1,1,Aberdeen Historic Port,Assessment,,Fukui,9/7/2022 8:15,9/9/2022 7:15,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.7989988,46.97411672
22178,6f737fcd-f587-48ec-8b44-b721c75078c8,1530,0,0,0,Duckabush,Early Detection,,Minnow,7/14/2022 10:51,7/15/2022 11:00,02/28/2023 05:30:15.240,Hood Canal,DFW,-122.93421,47.646728
19473,73af7cc2-e471-439c-9edd-ba88bd8c3723,674-P,0,0,0,California Creek,Removal,,Minnow,9/16/2021 9:41,9/17/2021 9:43,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.7112622,48.9498017
18299,c8565b2d-4de0-4abd-b3f9-658d14da0f9f,871-R,0,0,0,California Creek,Removal,,Fukui,6/24/2021 10:30,6/25/2021 13:10,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.7340404,48.9625843
18840,5f0a65a1-c14d-451b-8609-c42436b04e7a,23-P,0,0,0,California Creek,Removal,,Fukui,8/17/2021 8:16,8/20/2021 9:50,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.733929,48.960922
13473,0f19965e-8595-4dc2-a66c-fa84fa6d9097,135-P,0,0,0,Drayton Harbor Oyster C,Assessment,,Minnow,7/29/2020 8:53,7/31/2020 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-122.756224,48.980137
25332,6d67bab2-edfd-4953-99be-fc3eb44dca28,1326,0,0,0,Johns River,Assessment,0,Minnow,6/20/2023 16:57,6/22/2023 17:14,06/20/2023 16:57:39.866,Grays Harbor,DFW,-123.9902366,46.90514271
20014,462a410d-14e9-430f-b76f-3c6aab112983,1823,0,0,0,Johns River,Assessment,,Shrimp,7/28/2022 7:47,7/29/2022 8:23,02/28/2023 05:30:15.240,Grays Harbor,DFW,-123.987226,46.8963
23168,56152cd6-8d51-4df4-86f0-7a069c5616bc,730,0,0,0,Duckland,Assessment,0,Minnow,4/24/2023 18:25,4/26/2023 19:03,04/24/2023 18:57:36.819,Grays Harbor,DFW,-124.0834924,46.85951518
21004,54a67b0f-8b80-4e98-97a8-523b33850fa1,1581,0,0,0,Diamond Point,Assessment,,Shrimp,10/18/2022 11:00,10/20/2022 8:53,02/28/2023 05:30:15.240,Willapa Bay,DFW,-123.986857,46.518985
19971,45d8b939-23f8-4bef-8a13-e7fd7d54c903,1551,4,3,7,Kemmer,Assessment,,Shrimp,8/9/2022 7:00,8/11/2022 7:01,02/28/2023 05:30:15.240,Willapa Bay,DFW,-124.026088,46.52695
15643,d3c972a2-b433-4194-9b81-91115463113e,116-Y,0,0,0,Port Susan Bay,Early Detection,,Fukui,7/20/2021 11:20,7/22/2021 11:20,02/28/2023 05:30:15.240,North Central Puget Sound,DFW,-122.37088,48.206758
15637,0c8f5dcf-d55b-4360-a886-d29fd40abc19,1441-R,0,0,0,Port Susan Bay,Early Detection,,Fukui,7/20/2021 11:20,7/22/2021 11:20,02/28/2023 05:30:15.240,North Central Puget Sound,DFW,-122.370198,48.207829
26998,98f0e48c-7e14-4b4a-86f3-91eec62bd6de,1625,6,0,6,Stackpole,Assessment,0,Shrimp,7/31/2023 15:11,8/2/2023 19:41,07/31/2023 15:37:02.625,Willapa Bay,DFW,-124.0375815,46.59811068
19965,369a3eb5-5411-4812-9968-bfdad88a92fc,829,0,0,0,Leadbetter,Assessment,,Shrimp,7/18/2022 12:15,7/20/2022 10:30,02/28/2023 05:30:15.240,Willapa Bay,DFW,-124.041605,46.608127
22670,35d12366-3c41-451a-a87b-5e038a3090bc,1557,0,1,1,Leadbetter,Assessment,0,Shrimp,3/6/2023 16:02,3/8/2023 17:02,03/06/2023 16:16:01.938,Willapa Bay,DFW,-124.0418327,46.60798682
22676,22bdbd75-0ba8-40ab-82e9-fbc9b24b0e43,1590,4,0,4,Leadbetter,Assessment,0,Shrimp,3/6/2023 16:21,3/8/2023 16:49,03/06/2023 16:30:35.435,Willapa Bay,DFW,-124.0416782,46.60755438
16135,d23e673e-6e80-45b7-8ea5-ac2d50d608e0,1094-Y,0,0,0,Billy Frank Jr. Nisqual,Early Detection,,Minnow,8/17/2021 6:45,8/19/2021 6:20,02/28/2023 05:30:15.240,South Puget Sound,DFW,-122.695457,47.081734
10184,dd155579-97dc-4367-839f-f5d11d5e96fe,692,0,0,0,Westcott Bay Marsh,Assessment,,Minnow,7/23/2018 7:15,7/25/2018 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.14363,48.60842
11315,ad8ae8bf-dd15-4598-9727-a9e6dc0db794,687,0,0,0,Henry Island Preserve,Early Detection,,Minnow,8/27/2019 8:30,8/29/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.18564,48.59877
11309,fa7f7485-c3d3-48c7-9a33-9ed41949ffe3,666,0,0,0,Henry Island Preserve,Early Detection,,Minnow,8/27/2019 8:30,8/29/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.18536,48.59847
11358,fc4e889a-e292-4a51-932b-498c86fa54d6,625,0,0,0,Henry Island Preserve,Early Detection,,Fukui,8/27/2019 8:30,8/29/2019 8:00,02/28/2023 05:30:15.240,North Puget Sound,DFW,-123.18145,48.59605
27004,4b80daca-6bbc-4734-bb4b-f83b5c70c7bb,1560,6,3,9,Stackpole,Assessment,0,Shrimp,7/31/2023 14:57,8/2/2023 19:11,07/31/2023 15:37:02.625,Willapa Bay,DFW,-124.0377053,46.59727555
31326,0daff61d-96cd-47ff-9ee5-3e15f70bfea1,2717,0,0,0,Walan Point,Assessment,0,Fukui,5/28/2024 20:07,5/30/2024 20:20,05/28/2024 20:07:36.295,,WDFW,-122.7439737,48.07313183
15145,fba93914-d422-45c9-8b55-89571e6db0f7,1147-Y,0,0,0,Walan Point,Early Detection,,Minnow,5/11/2021 9:30,5/12/2021 7:52,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.742854,48.072315
11807,6fb72a28-f119-4f30-a861-211fd852defa,182,0,0,0,Oak Bay,Early Detection,,Minnow,6/8/2020 13:30,6/9/2020 13:30,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.729341,48.025574
29162,51e7b875-6588-4700-a17c-5a6999669f12,2189,0,0,0,Scow Bay,Assessment,0,Minnow,9/26/2023 20:36,9/27/2023 18:54,09/26/2023 20:40:08.853,Eastern Strait and Admiralty Inlet,DFW,-122.7008385,48.01841233
29168,192b9607-a702-4f9a-9e24-be34c6951746,0501,0,0,0,Scow Bay,Assessment,0,Shrimp – other,9/26/2023 20:36,9/27/2023 18:56,09/26/2023 20:43:34.120,Eastern Strait and Admiralty Inlet,DFW,-122.7007479,48.01847657
21643,507b0e67-b97f-464e-9ea9-029e081004f3,2061,0,0,0,Salmon Creek,Assessment,,Fukui,9/7/2022 8:00,9/9/2022 9:18,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.887722,47.990444
30834,adba5e26-47de-4f92-b03d-c8dbeec37287,1451,0,0,0,Fairmont ,Assessment,0,Fukui,5/21/2024 15:57,5/23/2024 15:51,05/21/2024 15:57:05.295,,WDFW,-122.8776323,47.99357847
30840,309e9bee-e5d3-4b3a-b2a3-1a9430b2e1ff,2323,0,0,0,Fairmont ,Assessment,0,Fukui,5/21/2024 15:52,5/23/2024 15:40,05/21/2024 15:52:47.295,,WDFW,-122.8773423,47.99378034
36293,98a66ae1-bfa0-4974-953a-bca13cbd5456,3165,0,0,0,Fairmont,Assessment,0,Minnow,9/16/2024 18:11,9/18/2024 19:09,09/16/2024 18:11:10.295,,WDFW,-122.8782234,47.99328071
11850,b8f8db57-bb25-4bd8-8fbe-8ac34a4f5877,630,0,0,0,Kala Point,Early Detection,,Minnow,6/8/2020 10:00,6/10/2020 12:45,02/28/2023 05:30:15.240,Eastern Strait and Admiralty Inlet,DFW,-122.76932,48.05746
